2024-05-31 13:24:48,480 DEBUG   HandlerThread:50335 [system_monitor.py:probe():223] {'os': 'Linux-5.4.0-148-generic-x86_64-with-glibc2.31', 'python': '3.11.5', 'heartbeatAt': '2024-05-31T13:24:48.468421', 'startedAt': '2024-05-31T13:24:47.756350', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/gambella/Beta-DARTS/nasbench201/train_search.py', 'codePathLocal': 'nasbench201/train_search.py', 'codePath': 'nasbench201/train_search.py', 'git': {'remote': 'https://github.com/Sunshine-Ye/Beta-DARTS.git', 'commit': 'f3077048c8cf1fef977496f8e46869cb07e73e30'}, 'email': 'matteogambella@gmail.com', 'root': '/home/gambella/Beta-DARTS', 'host': 'zeuslecco', 'username': 'gambella', 'executable': '/home/gambella/env/bin/python', 'cpu_count': 48, 'cpu_count_logical': 96, 'cpu_freq': {'current': 852.5314374999999, 'min': 800.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 800.121, 'min': 800.0, 'max': 3400.0}, {'current': 801.064, 'min': 800.0, 'max': 3400.0}, {'current': 800.894, 'min': 800.0, 'max': 3400.0}, {'current': 800.771, 'min': 800.0, 'max': 3400.0}, {'current': 1904.287, 'min': 800.0, 'max': 3400.0}, {'current': 801.16, 'min': 800.0, 'max': 3400.0}, {'current': 801.171, 'min': 800.0, 'max': 3400.0}, {'current': 800.259, 'min': 800.0, 'max': 3400.0}, {'current': 800.795, 'min': 800.0, 'max': 3400.0}, {'current': 801.172, 'min': 800.0, 'max': 3400.0}, {'current': 800.403, 'min': 800.0, 'max': 3400.0}, {'current': 800.388, 'min': 800.0, 'max': 3400.0}, {'current': 801.206, 'min': 800.0, 'max': 3400.0}, {'current': 800.771, 'min': 800.0, 'max': 3400.0}, {'current': 800.769, 'min': 800.0, 'max': 3400.0}, {'current': 800.775, 'min': 800.0, 'max': 3400.0}, {'current': 800.695, 'min': 800.0, 'max': 3400.0}, {'current': 800.389, 'min': 800.0, 'max': 3400.0}, {'current': 800.389, 'min': 800.0, 'max': 3400.0}, {'current': 800.744, 'min': 800.0, 'max': 3400.0}, {'current': 800.523, 'min': 800.0, 'max': 3400.0}, {'current': 801.15, 'min': 800.0, 'max': 3400.0}, {'current': 800.193, 'min': 800.0, 'max': 3400.0}, {'current': 801.147, 'min': 800.0, 'max': 3400.0}, {'current': 800.783, 'min': 800.0, 'max': 3400.0}, {'current': 801.195, 'min': 800.0, 'max': 3400.0}, {'current': 1279.908, 'min': 800.0, 'max': 3400.0}, {'current': 800.382, 'min': 800.0, 'max': 3400.0}, {'current': 800.207, 'min': 800.0, 'max': 3400.0}, {'current': 800.755, 'min': 800.0, 'max': 3400.0}, {'current': 800.0, 'min': 800.0, 'max': 3400.0}, {'current': 2100.0, 'min': 800.0, 'max': 3400.0}, {'current': 800.182, 'min': 800.0, 'max': 3400.0}, {'current': 801.054, 'min': 800.0, 'max': 3400.0}, {'current': 801.592, 'min': 800.0, 'max': 3400.0}, {'current': 800.768, 'min': 800.0, 'max': 3400.0}, {'current': 800.408, 'min': 800.0, 'max': 3400.0}, {'current': 800.401, 'min': 800.0, 'max': 3400.0}, {'current': 800.095, 'min': 800.0, 'max': 3400.0}, {'current': 800.785, 'min': 800.0, 'max': 3400.0}, {'current': 800.202, 'min': 800.0, 'max': 3400.0}, {'current': 800.779, 'min': 800.0, 'max': 3400.0}, {'current': 800.79, 'min': 800.0, 'max': 3400.0}, {'current': 800.385, 'min': 800.0, 'max': 3400.0}, {'current': 800.157, 'min': 800.0, 'max': 3400.0}, {'current': 801.584, 'min': 800.0, 'max': 3400.0}, {'current': 800.149, 'min': 800.0, 'max': 3400.0}, {'current': 800.764, 'min': 800.0, 'max': 3400.0}, {'current': 800.197, 'min': 800.0, 'max': 3400.0}, {'current': 801.142, 'min': 800.0, 'max': 3400.0}, {'current': 800.283, 'min': 800.0, 'max': 3400.0}, {'current': 800.785, 'min': 800.0, 'max': 3400.0}, {'current': 2100.0, 'min': 800.0, 'max': 3400.0}, {'current': 800.776, 'min': 800.0, 'max': 3400.0}, {'current': 800.79, 'min': 800.0, 'max': 3400.0}, {'current': 800.626, 'min': 800.0, 'max': 3400.0}, {'current': 800.825, 'min': 800.0, 'max': 3400.0}, {'current': 800.793, 'min': 800.0, 'max': 3400.0}, {'current': 800.41, 'min': 800.0, 'max': 3400.0}, {'current': 800.807, 'min': 800.0, 'max': 3400.0}, {'current': 800.395, 'min': 800.0, 'max': 3400.0}, {'current': 800.393, 'min': 800.0, 'max': 3400.0}, {'current': 800.786, 'min': 800.0, 'max': 3400.0}, {'current': 801.182, 'min': 800.0, 'max': 3400.0}, {'current': 801.209, 'min': 800.0, 'max': 3400.0}, {'current': 801.212, 'min': 800.0, 'max': 3400.0}, {'current': 800.363, 'min': 800.0, 'max': 3400.0}, {'current': 801.153, 'min': 800.0, 'max': 3400.0}, {'current': 800.839, 'min': 800.0, 'max': 3400.0}, {'current': 801.178, 'min': 800.0, 'max': 3400.0}, {'current': 800.167, 'min': 800.0, 'max': 3400.0}, {'current': 800.795, 'min': 800.0, 'max': 3400.0}, {'current': 801.232, 'min': 800.0, 'max': 3400.0}, {'current': 801.216, 'min': 800.0, 'max': 3400.0}, {'current': 939.909, 'min': 800.0, 'max': 3400.0}, {'current': 800.386, 'min': 800.0, 'max': 3400.0}, {'current': 801.211, 'min': 800.0, 'max': 3400.0}, {'current': 800.758, 'min': 800.0, 'max': 3400.0}, {'current': 800.003, 'min': 800.0, 'max': 3400.0}, {'current': 2100.0, 'min': 800.0, 'max': 3400.0}, {'current': 800.112, 'min': 800.0, 'max': 3400.0}, {'current': 800.785, 'min': 800.0, 'max': 3400.0}, {'current': 800.071, 'min': 800.0, 'max': 3400.0}, {'current': 800.389, 'min': 800.0, 'max': 3400.0}, {'current': 801.233, 'min': 800.0, 'max': 3400.0}, {'current': 800.813, 'min': 800.0, 'max': 3400.0}, {'current': 800.0, 'min': 800.0, 'max': 3400.0}, {'current': 800.78, 'min': 800.0, 'max': 3400.0}, {'current': 800.519, 'min': 800.0, 'max': 3400.0}, {'current': 801.169, 'min': 800.0, 'max': 3400.0}, {'current': 801.189, 'min': 800.0, 'max': 3400.0}, {'current': 801.191, 'min': 800.0, 'max': 3400.0}, {'current': 800.826, 'min': 800.0, 'max': 3400.0}, {'current': 800.809, 'min': 800.0, 'max': 3400.0}, {'current': 801.602, 'min': 800.0, 'max': 3400.0}, {'current': 800.768, 'min': 800.0, 'max': 3400.0}], 'disk': {'/': {'total': 878.1540870666504, 'used': 726.0619735717773}}, 'gpu': 'NVIDIA A40', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A40', 'memory_total': 48305799168}], 'memory': {'total': 377.1106262207031}}
2024-05-31 13:24:48,480 INFO    HandlerThread:50335 [system_monitor.py:probe():224] Finished collecting system info
2024-05-31 13:24:48,480 INFO    HandlerThread:50335 [system_monitor.py:probe():227] Publishing system info
2024-05-31 13:24:48,481 INFO    HandlerThread:50335 [system_monitor.py:probe():229] Finished publishing system info
2024-05-31 13:24:48,485 DEBUG   SenderThread:50335 [sender.py:send():378] send: files
2024-05-31 13:24:48,485 INFO    SenderThread:50335 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-31 13:24:48,559 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: python_packages
2024-05-31 13:24:48,560 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: stop_status
2024-05-31 13:24:48,561 DEBUG   SenderThread:50335 [sender.py:send_request():405] send_request: python_packages
2024-05-31 13:24:48,563 DEBUG   SenderThread:50335 [sender.py:send_request():405] send_request: stop_status
2024-05-31 13:24:48,752 DEBUG   SenderThread:50335 [sender.py:send():378] send: telemetry
2024-05-31 13:24:49,090 INFO    wandb-upload_0:50335 [upload_job.py:push():130] Uploaded file /tmp/tmpgc56yyyrwandb/bxf24rwo-wandb-metadata.json
2024-05-31 13:24:49,221 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/output.log
2024-05-31 13:24:49,222 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/requirements.txt
2024-05-31 13:24:49,222 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/wandb-metadata.json
2024-05-31 13:24:51,220 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/output.log
2024-05-31 13:24:53,221 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/output.log
2024-05-31 13:24:53,626 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:24:55,222 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/output.log
2024-05-31 13:24:57,223 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/output.log
2024-05-31 13:24:59,287 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:03,560 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: stop_status
2024-05-31 13:25:03,561 DEBUG   SenderThread:50335 [sender.py:send_request():405] send_request: stop_status
2024-05-31 13:25:04,798 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:09,799 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:14,800 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:18,561 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: stop_status
2024-05-31 13:25:18,563 DEBUG   SenderThread:50335 [sender.py:send_request():405] send_request: stop_status
2024-05-31 13:25:20,711 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:21,235 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/config.yaml
2024-05-31 13:25:23,236 INFO    Thread-12 :50335 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/gambella/Beta-DARTS/wandb/run-20240531_132447-ysa65ot4/files/output.log
2024-05-31 13:25:26,506 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:31,508 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:36,509 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:41,510 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:46,511 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:48,396 DEBUG   SystemMonitor:50335 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-31 13:25:48,400 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:25:52,403 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:25:57,404 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:02,405 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:07,406 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:12,407 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:17,408 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:18,403 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:26:23,405 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:28,406 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:33,407 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:38,408 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:43,409 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:48,406 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:26:49,408 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:54,409 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:26:59,410 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:04,411 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:09,412 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:14,413 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:18,409 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:27:20,411 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:25,412 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:30,413 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:35,414 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:40,415 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:45,416 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:48,411 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:27:51,413 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:27:56,414 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:01,415 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:06,416 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:11,417 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:16,418 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:18,414 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:28:22,417 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:27,418 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:32,419 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:37,420 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:42,421 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:47,422 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:48,417 DEBUG   SenderThread:50335 [sender.py:send():378] send: stats
2024-05-31 13:28:53,420 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:28:58,421 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:29:03,421 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:29:08,422 DEBUG   HandlerThread:50335 [handler.py:handle_request():158] handle_request: status_report
2024-05-31 13:29:12,407 INFO    MainThread:50335 [internal.py:handle_exit():75] Internal process exited
